judul,lemmatized,kategori,tanggal_upload,waktu_upload,link_berita
Miguel Oliveira Optimistis Motor KTM RC16 2022 Lebih Kompetitif,miguel oliveira optimistis motor ktm rc kompetitif,OTOMOTIF,28/01/2022, 11:42 WIB,https://otomotif.kompas.com/read/2022/01/28/114200715/miguel-oliveira-optimistis-motor-ktm-rc16-2022-lebih-kompetitif
"Sudah Ditutup, Penggalangan Dana untuk Loh Kean Yew Mencapai Rp 4,4 Miliar",tutup galang dana loh kean yew capai rp miliar,BOLA,28/01/2022, 11:40 WIB,https://www.kompas.com/badminton/read/2022/01/28/11400058/sudah-ditutup-penggalangan-dana-untuk-loh-kean-yew-mencapai-rp-4-4
"Harga Diturunkan, Minyak Goreng Malah Menghilang dari Pasar di Sulsel",harga turun minyak goreng hilang pasar sulsel,REGIONAL,28/01/2022, 11:36 WIB,https://makassar.kompas.com/read/2022/01/28/113644278/harga-diturunkan-minyak-goreng-malah-menghilang-dari-pasar-di-sulsel
"Bupati Langkat Beri Hadiah Mini Cooper Saat Sang Anak Ultah Ke-17, KPK: Akan Ditanya...",bupati langkat hadiah mini cooper anak ultah kpk,REGIONAL,28/01/2022, 11:35 WIB,https://medan.kompas.com/read/2022/01/28/113500878/bupati-langkat-beri-hadiah-mini-cooper-saat-sang-anak-ultah-ke-17-kpk--akan
"Mulai Konstruksi, Gedung IT Mandiri Bumi Slipi Dirancang 32 Lantai",konstruksi gedung it mandiri bumi slip rancang lantai,PROPERTI,28/01/2022, 11:34 WIB,https://www.kompas.com/properti/read/2022/01/28/113434421/mulai-konstruksi-gedung-it-mandiri-bumi-slipi-dirancang-32-lantai
Edy Mulyadi Tak Hadiri Panggilan Pemeriksaan Bareskrim Polri Terkait Kasus Dugaan Ujaran Kebencian,edy mulyadi tak hadir panggil periksa bareskrim polri kait duga ujar benci,NEWS,28/01/2022, 11:30 WIB,https://nasional.kompas.com/read/2022/01/28/11304831/edy-mulyadi-tak-hadiri-panggilan-pemeriksaan-bareskrim-polri-terkait-kasus
Manfaat Menyiram Tanaman Anggrek Menggunakan Es Batu,manfaat siram tanam anggrek es batu,HOMEY,28/01/2022, 11:30 WIB,https://www.kompas.com/homey/read/2022/01/28/113000876/manfaat-menyiram-tanaman-anggrek-menggunakan-es-batu
Inggris Sebut Vaksin Booster Bisa Cegah Kematian akibat Omicron hingga 95 Persen,inggris vaksin booster cegah mati akibat omicron hingga persen,GLOBAL,28/01/2022, 11:30 WIB,https://www.kompas.com/global/read/2022/01/28/113000970/inggris-sebut-vaksin-booster-bisa-cegah-kematian-akibat-omicron-hingga-95
"Lirik Lagu Dos Oruguitas - Sebastian Yatra, OST Encanto",lirik lagu dos oruguitas sebastian yatra ost encanto,HYPE,28/01/2022, 11:30 WIB,https://www.kompas.com/hype/read/2022/01/28/113000766/lirik-lagu-dos-oruguitas-sebastian-yatra-ost-encanto
"Edy Mulyadi Dilaporkan atas Kasus Ujaran Kebencian, Kuasa Hukum Nilai Ada Provokator",edy mulyadi lapor ujar benci kuasa hukum nilai provokator,NEWS,28/01/2022, 11:27 WIB,https://nasional.kompas.com/read/2022/01/28/11274791/edy-mulyadi-dilaporkan-atas-kasus-ujaran-kebencian-kuasa-hukum-nilai-ada
"Tubagus Joddy, Sopir Vanessa Angel Jalani Sidang Perdana dan Didakwa Pasal Berlapis",tubagus joddy sopir vanessa angel jalan sidang perdana dakwa pasal lapis,HYPE,28/01/2022, 11:26 WIB,https://www.kompas.com/hype/read/2022/01/28/112625466/tubagus-joddy-sopir-vanessa-angel-jalani-sidang-perdana-dan-didakwa-pasal
Manfaat Omega-3 untuk Umur Panjang dan Penuaan yang Sehat,manfaat omega umur tua sehat,LIFESTYLE,28/01/2022, 11:23 WIB,https://lifestyle.kompas.com/read/2022/01/28/112349820/manfaat-omega-3-untuk-umur-panjang-dan-penuaan-yang-sehat
"7 Dosen ITB Masuk ""Top 100 Scientist"" Indonesia 2022",dosen itb masuk top scientist indonesia,EDUKASI,28/01/2022, 11:23 WIB,https://www.kompas.com/edu/read/2022/01/28/112319071/7-dosen-itb-masuk-top-100-scientist-indonesia-2022
INFOGRAFIK: 5 Hewan Darat Tercepat,infografik hewan darat cepat,CEK FAKTA,28/01/2022, 11:22 WIB,https://www.kompas.com/cekfakta/read/2022/01/28/112227782/infografik-5-hewan-darat-tercepat
Pengendara Motor Terpeleset Nyaris Tertabrak Truk,kendara motor peleset tabrak truk,OTOMOTIF,28/01/2022, 11:22 WIB,https://otomotif.kompas.com/read/2022/01/28/112200515/pengendara-motor-terpeleset-nyaris-tertabrak-truk
"3 Prajurit TNI Gugur Ditembak KKB di Puncak, Kapolda Papua Ungkap Dalang Penyerangan",prajurit tni gugur tembak kkb puncak kapolda papua dalang serang,REGIONAL,28/01/2022, 11:21 WIB,https://regional.kompas.com/read/2022/01/28/112147678/3-prajurit-tni-gugur-ditembak-kkb-di-puncak-kapolda-papua-ungkap-dalang
"Penutupan 90 Sekolah di Jakarta karena Kasus Omicron, KSP: Jangan Panik Berlebih",tutup sekolah jakarta omicron ksp panik lebih,NEWS,28/01/2022, 11:21 WIB,https://nasional.kompas.com/read/2022/01/28/11213081/penutupan-90-sekolah-di-jakarta-karena-kasus-omicron-ksp-jangan-panik
"Erick Thohir Rombak Posisi Dirut PTDI, Elfien Goentoro Digantikan Gita Amperiawan",erick thohir rombak posisi dirut ptdi elfien goentoro ganti gita amperiawan,MONEY,28/01/2022, 11:20 WIB,https://money.kompas.com/read/2022/01/28/112056426/erick-thohir-rombak-posisi-dirut-ptdi-elfien-goentoro-digantikan-gita
Marsdya Andyawan Resmi Jabat Panglima Komando Operasi Udara Nasional,marsdya andyawan resmi jabat panglima komando operasi udara nasional,NEWS,28/01/2022, 11:20 WIB,https://nasional.kompas.com/read/2022/01/28/11200401/marsdya-andyawan-resmi-jabat-panglima-komando-operasi-udara-nasional
"Top 100 Billboard, Ini Lirik Lagu P Power - Gunna feat. Drake",top billboard lirik lagu p power gunna feat drake,HYPE,28/01/2022, 11:20 WIB,https://www.kompas.com/hype/read/2022/01/28/112000266/top-100-billboard-ini-lirik-lagu-p-power-gunna-feat.-drake
"Daftar 14 Negara Lolos ke Piala Dunia 2022, Iran Terbaru",daftar negara lolos piala dunia iran baru,BOLA,28/01/2022, 11:20 WIB,https://bola.kompas.com/read/2022/01/28/11200088/daftar-14-negara-lolos-ke-piala-dunia-2022-iran-terbaru
Deretan Grup Kpop yang Membernya Dinyatakan Positif Covid-19 dalam Sepekan Terakhir,deret grup kpop membernya nyata positif covid pekan,HYPE,28/01/2022, 11:17 WIB,https://www.kompas.com/hype/read/2022/01/28/111756266/deretan-grup-kpop-yang-membernya-dinyatakan-positif-covid-19-dalam-sepekan
"Jadwal Manggung Ungu Ditunda Gara-gara Covid-19, Enda: Baru Juga Mau Gajian",jadwal manggung ungu tunda gara gara covid enda gaji,HYPE,28/01/2022, 11:16 WIB,https://www.kompas.com/hype/read/2022/01/28/111623566/jadwal-manggung-ungu-ditunda-gara-gara-covid-19-enda-baru-juga-mau-gajian
"Retribusi Kios di Sriwedari Solo Naik Jadi Rp 600.000, Gibran Janji Beri Keringanan",retribusi kios sriwedari solo rp gibran janji ringan,REGIONAL,28/01/2022, 11:16 WIB,https://regional.kompas.com/read/2022/01/28/111622778/retribusi-kios-di-sriwedari-solo-naik-jadi-rp-600000-gibran-janji-beri
"Kuatkan Program Ketahanan Pangan, Dompet Dhuafa Hadirkan ""Sentra Padi Subang""",kuat program tahan pangan dompet dhuafa hadir sentra padi subang,NEWS,28/01/2022, 11:15 WIB,https://regional.kompas.com/read/2022/01/28/11154521/kuatkan-program-ketahanan-pangan-dompet-dhuafa-hadirkan-sentra-padi-subang
Danjen Kopassus Tegaskan Eggi Sudjana Bukan Bagian Korps Baret Merah,danjen kopassus tegas eggi sudjana korps baret merah,NEWS,28/01/2022, 11:15 WIB,https://nasional.kompas.com/read/2022/01/28/11150021/danjen-kopassus-tegaskan-eggi-sudjana-bukan-bagian-korps-baret-merah
Gelang dan Arloji Harimau Versi Charriol untuk Menyambut Tahun Macan,gelang arloji harimau versi charriol sambut macan,LIFESTYLE,28/01/2022, 11:13 WIB,https://lifestyle.kompas.com/read/2022/01/28/111337720/gelang-dan-arloji-harimau-versi-charriol-untuk-menyambut-tahun-macan
"Lebih Dekat dengan Chery Tiggo 7 Pro, Pesaing Mazda CX-5",chery tiggo pro saing mazda cx,OTOMOTIF,28/01/2022, 11:12 WIB,https://otomotif.kompas.com/read/2022/01/28/111200815/lebih-dekat-dengan-chery-tiggo-7-pro-pesaing-mazda-cx-5
"Rute ke Puncak Argopura Ketep Pass dari Kota Magelang, Cuma 1 Jam",puncak argopura ketep pass kota magelang jam,TRAVEL,28/01/2022, 11:11 WIB,https://travel.kompas.com/read/2022/01/28/111100327/rute-ke-puncak-argopura-ketep-pass-dari-kota-magelang-cuma-1-jam
"3 Prajurit TNI Gugur Diserang KKB, Kapolda Papua: Konsep Operasi Damai Cartenz Tidak Berubah",prajurit tni gugur serang kkb kapolda papua konsep operasi damai cartenz ubah,REGIONAL,28/01/2022, 11:10 WIB,https://regional.kompas.com/read/2022/01/28/111035778/3-prajurit-tni-gugur-diserang-kkb-kapolda-papua-konsep-operasi-damai
"Dugaan Pelecehan Seksual dalam Kampus di Jateng, Polisi Minta Korban Melapor",duga leceh seksual kampus jateng polisi korban lapor,REGIONAL,28/01/2022, 11:10 WIB,https://regional.kompas.com/read/2022/01/28/111020178/dugaan-pelecehan-seksual-dalam-kampus-di-jateng-polisi-minta-korban-melapor
Simak Cara Bayar PBB Online Melalui LinkAja,simak bayar pbb online linkaja,MONEY,28/01/2022, 11:10 WIB,https://money.kompas.com/read/2022/01/28/111000426/simak-cara-bayar-pbb-online-melalui-linkaja
4 Cara Olah Mi untuk Bikin Mi Goreng agar Tidak Menggumpal,olah mi bikin mi goreng gumpal,FOOD,28/01/2022, 11:09 WIB,https://www.kompas.com/food/read/2022/01/28/110900775/4-cara-olah-mi-untuk-bikin-mi-goreng-agar-tidak-menggumpal
The Overtunes Comeback dengan Lagu Baru Setelah Hiatus 2 Tahun ,the overtunes comeback lagu hiatus,HYPE,28/01/2022, 11:08 WIB,https://www.kompas.com/hype/read/2022/01/28/110830266/the-overtunes-comeback-dengan-lagu-baru-setelah-hiatus-2-tahun
"Dicari Warga Sipil yang Bisa Jadi Personel Komcad di Kapal Perang, Ini Caranya",cari warga sipil personel komcad kapal perang,NEWS,28/01/2022, 11:07 WIB,https://nasional.kompas.com/read/2022/01/28/11070801/dicari-warga-sipil-yang-bisa-jadi-personel-komcad-di-kapal-perang-ini
"Unnes Buka Program Beasiswa bagi Mahasiswa, Ini Syaratnya",unnes buka program beasiswa mahasiswa syarat,EDUKASI,28/01/2022, 11:06 WIB,https://www.kompas.com/edu/read/2022/01/28/110600971/unnes-buka-program-beasiswa-bagi-mahasiswa-ini-syaratnya
"Hari Ini, Serda Rizal yang Gugur di Papua Seharusnya Rayakan Ulang Tahun, Sang Ayah Mengaku Ikhlas",serda rizal gugur papua raya ulang ayah aku ikhlas,REGIONAL,28/01/2022, 11:05 WIB,https://bandung.kompas.com/read/2022/01/28/110500778/hari-ini-serda-rizal-yang-gugur-di-papua-seharusnya-rayakan-ulang-tahun-sang
"Pestisida pada Sayur dan Buah, Apa Bahayanya?",pestisida sayur buah bahaya,TREN,28/01/2022, 11:05 WIB,https://www.kompas.com/tren/read/2022/01/28/110500365/pestisida-pada-sayur-dan-buah-apa-bahayanya-
Lirik dan Chord Lagu Did You - Hoobastank,lirik chord lagu did you hoobastank,HYPE,28/01/2022, 11:05 WIB,https://www.kompas.com/hype/read/2022/01/28/110500266/lirik-dan-chord-lagu-did-you-hoobastank
KSAU: Marsdya Andyawan Martono Tepat Pimpin Koopsudnas,ksau marsdya andyawan martono pimpin koopsudnas,NEWS,28/01/2022, 11:04 WIB,https://nasional.kompas.com/read/2022/01/28/11041041/ksau-marsdya-andyawan-martono-tepat-pimpin-koopsudnas
"Kasus Omicron Merangkak Naik, Kebijakan Pembatasan Mobilitas Masyarakat Disorot",omicron rangkak bijak batas mobilitas masyarakat sorot,NEWS,28/01/2022, 11:03 WIB,https://nasional.kompas.com/read/2022/01/28/11034471/kasus-omicron-merangkak-naik-kebijakan-pembatasan-mobilitas-masyarakat
"Tak Lagi Jadi Pilihan Kedua, Apa Saja Keunggulan Kuliah di Perguruan Tinggi Vokasi?",tak pilih unggul kuliah guru vokasi,EDUKASI,28/01/2022, 11:03 WIB,https://edukasi.kompas.com/read/2022/01/28/110300671/tak-lagi-jadi-pilihan-kedua-apa-saja-keunggulan-kuliah-di-perguruan-tinggi
"Varian BA.2 Omicron Terdeteksi di 40 Negara, Apa Itu?",varian ba omicron deteksi negara,SAINS,28/01/2022, 11:03 WIB,https://www.kompas.com/sains/read/2022/01/28/110300923/varian-ba.2-omicron-terdeteksi-di-40-negara-apa-itu-
Pemkot Jaksel Ancam Tangkap Tangan Pembuang Sampah Sembarangan di Perbatasan,pemkot jaksel ancam tangkap tangan buang sampah sembarang batas,NEWS,28/01/2022, 11:02 WIB,https://megapolitan.kompas.com/read/2022/01/28/11021311/pemkot-jaksel-ancam-tangkap-tangan-pembuang-sampah-sembarangan-di
Bolehkah Oli Skutik Digunakan pada Motor Kopling?,oli skutik motor kopling,OTOMOTIF,28/01/2022, 11:02 WIB,https://otomotif.kompas.com/read/2022/01/28/110200315/bolehkah-oli-skutik-digunakan-pada-motor-kopling-
"XL Axiata Caplok 66 Persen Saham Link Net Senilai Rp 8,72 Triliun",xl axiata caplok persen saham link net nilai rp triliun,TEKNO,28/01/2022, 11:01 WIB,https://tekno.kompas.com/read/2022/01/28/11010007/xl-axiata-caplok-66-persen-saham-link-net-senilai-rp-872-triliun
"Dituduh Pungut Kepingan F-35, China: Kami Tidak Tertarik",tuduh pungut keping f china,GLOBAL,28/01/2022, 11:01 WIB,https://www.kompas.com/global/read/2022/01/28/110100570/dituduh-pungut-kepingan-f-35-china--kami-tidak-tertarik
Penggunaan Produk Lokal Bakal Jadi Spesifikasi Program Sejuta Rumah,guna produk lokal spesifikasi program juta rumah,PROPERTI,28/01/2022, 11:00 WIB,https://www.kompas.com/properti/read/2022/01/28/110000421/penggunaan-produk-lokal-bakal-jadi-spesifikasi-program-sejuta-rumah
5 Fakta Menarik Jelang Laga Persik Vs Bhayangkara FC,fakta tarik jelang laga persik vs bhayangkara fc,BOLA,28/01/2022, 11:00 WIB,https://bola.kompas.com/read/2022/01/28/11000048/5-fakta-menarik-jelang-laga-persik-vs-bhayangkara-fc
Candi-candi Peninggalan Kerajaan Majapahit,candi candi tinggal raja majapahit,STORI,28/01/2022, 11:00 WIB,https://www.kompas.com/stori/read/2022/01/28/110000579/candi-candi-peninggalan-kerajaan-majapahit
Hambatan Komunikasi: Pengertian serta Bentuk Hambatannya,hambat komunikasi erti bentuk hambat,SKOLA,28/01/2022, 11:00 WIB,https://www.kompas.com/skola/read/2022/01/28/110000869/hambatan-komunikasi--pengertian-serta-bentuk-hambatannya
Bupati Blora Persilakan Dugaan Kejanggalan di Seleksi Perades Dilaporkan ke Polisi,bupati blora sila duga janggal seleksi rades lapor polisi,REGIONAL,28/01/2022, 10:58 WIB,https://regional.kompas.com/read/2022/01/28/105855778/bupati-blora-persilakan-dugaan-kejanggalan-di-seleksi-perades-dilaporkan-ke
31 Jurusan Kuliah D4-S2 yang Bisa Mendaftar SIPSS Polri 2022,jurus kuliah d s daftar sipss polri,EDUKASI,28/01/2022, 10:57 WIB,https://www.kompas.com/edu/read/2022/01/28/105743871/31-jurusan-kuliah-d4-s2-yang-bisa-mendaftar-sipss-polri-2022
Kemendagri: Pencegahan Ekstremisme Perlu Dilakukan hingga ke Tingkat Desa,kemendagri cegah ekstrem hingga tingkat desa,NEWS,28/01/2022, 10:56 WIB,https://nasional.kompas.com/read/2022/01/28/10561241/kemendagri-pencegahan-ekstremisme-perlu-dilakukan-hingga-ke-tingkat-desa
Demokrasi Indonesia Periode Demokrasi Terpimpin (1959-1965),demokrasi indonesia periode demokrasi pimpin,SKOLA,28/01/2022, 10:55 WIB,https://www.kompas.com/skola/read/2020/02/12/183000469/demokrasi-indonesia-periode-demokrasi-terpimpin-1959-1965
Lirik dan Chord Lagu Connected - Hoobastank,lirik chord lagu connected hoobastank,HYPE,28/01/2022, 10:55 WIB,https://www.kompas.com/hype/read/2022/01/28/105500766/lirik-dan-chord-lagu-connected-hoobastank
Angel Lelga Bicara soal Jodoh dan Resolusi 2022,angel lelga bicara jodoh resolusi,HYPE,28/01/2022, 10:55 WIB,https://www.kompas.com/hype/read/2022/01/28/105500866/angel-lelga-bicara-soal-jodoh-dan-resolusi-2022
"Tersangka Suap Dana PEN Eks Dirjen Kemendagri Ardian Noervianto Punya Harta Rp 7,3 M",sangka suap dana pen eks dirjen kemendagri ardi noervianto harta rp m,NEWS,28/01/2022, 10:53 WIB,https://nasional.kompas.com/read/2022/01/28/10535911/tersangka-suap-dana-pen-eks-dirjen-kemendagri-ardian-noervianto-punya-harta
Cara Membuat Pestisida Alami dari Daun Sirih Merah,pestisida alami daun sirih merah,HOMEY,28/01/2022, 10:53 WIB,https://www.kompas.com/homey/read/2022/01/28/105300776/cara-membuat-pestisida-alami-dari-daun-sirih-merah
"Sindikat Pembobol ATM Belajar dari Internet, Hasilnya untuk Berjudi",sindikat bobol atm ajar internet hasil judi,REGIONAL,28/01/2022, 10:52 WIB,https://regional.kompas.com/read/2022/01/28/105239778/sindikat-pembobol-atm-belajar-dari-internet-hasilnya-untuk-berjudi
"Kini Jadi Aktor Terkenal, Dulu Gunawan Pernah Jadi Badut Ancol",aktor kenal gunawan badut ancol,HYPE,28/01/2022, 10:50 WIB,https://www.kompas.com/hype/read/2022/01/28/105013466/kini-jadi-aktor-terkenal-dulu-gunawan-pernah-jadi-badut-ancol
Undip Siap Kuliah Tatap Muka dan Daring pada Semester Genap 2022,undip kuliah tatap muka daring semester genap,EDUKASI,28/01/2022, 10:48 WIB,https://www.kompas.com/edu/read/2022/01/28/104803471/undip-siap-kuliah-tatap-muka-dan-daring-pada-semester-genap-2022
"DCA Sempat Jadi Dalih Pesawat Tempur Singapura Sering ""Nyelonong"" Masuk ke Wilayah RI",dca dalih pesawat tempur singapura nyelonong masuk wilayah ri,NEWS,28/01/2022, 10:47 WIB,https://nasional.kompas.com/read/2022/01/28/10473221/dca-sempat-jadi-dalih-pesawat-tempur-singapura-sering-nyelonong-masuk-ke
Workshop UGM Bahas Persiapan Masuk Dunia Kerja,workshop ugm bahas siap masuk dunia kerja,EDUKASI,28/01/2022, 10:45 WIB,https://www.kompas.com/edu/read/2022/01/28/104555771/workshop-ugm-bahas-persiapan-masuk-dunia-kerja
"Pemerintah Dinilai Tak Mau Tarik ""Rem Darurat"" Menangani Penyebaran Omicron",perintah nilai tak tarik rem darurat tangan sebar omicron,NEWS,28/01/2022, 10:45 WIB,https://nasional.kompas.com/read/2022/01/28/10451981/pemerintah-dinilai-tak-mau-tarik-rem-darurat-menangani-penyebaran-omicron
"BOR Pasien Covid-19 di Jakarta Terisi 45 Persen dari 3.900, Belum Kapasitas Maksimal",bor pasien covid jakarta isi persen kapasitas maksimal,NEWS,28/01/2022, 10:44 WIB,https://megapolitan.kompas.com/read/2022/01/28/10444481/bor-pasien-covid-19-di-jakarta-terisi-45-persen-dari-3900-belum-kapasitas
"Tak Gunakan APD, Pekerja Jatuh dari Tower Saat Pasang Penguat Sinyal",tak apd kerja jatuh tower pasang kuat sinyal,REGIONAL,28/01/2022, 10:43 WIB,https://regional.kompas.com/read/2022/01/28/104338678/tak-gunakan-apd-pekerja-jatuh-dari-tower-saat-pasang-penguat-sinyal
Mobil Hyundai Creta yang Alami Kecelakaan Akan Diganti Baru,mobil hyundai creta alami celaka ganti,OTOMOTIF,28/01/2022, 10:42 WIB,https://otomotif.kompas.com/read/2022/01/28/104200615/mobil-hyundai-creta-yang-alami-kecelakaan-akan-diganti-baru
Contoh Dialog Bahasa Inggris tentang Covid-19,dialog bahasa inggris covid,SKOLA,28/01/2022, 10:40 WIB,https://www.kompas.com/skola/read/2020/11/18/183225969/contoh-dialog-bahasa-inggris-tentang-covid-19
"Solskjaer Kembali ke Manchester, Saksikan Putrinya Cetak Gol untuk MU",solskjaer manchester saksi putri cetak gol mu,BOLA,28/01/2022, 10:40 WIB,https://bola.kompas.com/read/2022/01/28/10400028/solskjaer-kembali-ke-manchester-saksikan-putrinya-cetak-gol-untuk-mu
Lirik dan Chord Lagu Can You Save Me - Hoobastank,lirik chord lagu can you save me hoobastank,HYPE,28/01/2022, 10:40 WIB,https://www.kompas.com/hype/read/2022/01/28/104000166/lirik-dan-chord-lagu-can-you-save-me-hoobastank
Pemerintah Diminta Perhatikan Keterwakilan Perempuan Saat Tunjuk Penjabat Kepala Daerah,perintah perhati wakil perempuan jabat kepala daerah,NEWS,28/01/2022, 10:39 WIB,https://nasional.kompas.com/read/2022/01/28/10394841/pemerintah-diminta-perhatikan-keterwakilan-perempuan-saat-tunjuk-penjabat
Cara dan Syarat Membuat Kartu Kuning secara Offline dan Online,syarat kartu kuning offline online,MONEY,28/01/2022, 10:39 WIB,https://money.kompas.com/read/2021/07/02/175448926/cara-dan-syarat-membuat-kartu-kuning-secara-offline-dan-online
"KPK: Eks Dirjen Kemendagri Diberi Wewenang Kelola Peminjaman Dana PEN, tapi Minta ""Upah"" 3 Persen",kpk eks dirjen kemendagri wenang kelola pinjam dana pen upah persen,NEWS,28/01/2022, 10:39 WIB,https://nasional.kompas.com/read/2022/01/28/10390201/kpk-eks-dirjen-kemendagri-diberi-wewenang-kelola-peminjaman-dana-pen-tapi
Agensi Umumkan APRIL Resmi Bubar,agens umum april resmi bubar,HYPE,28/01/2022, 10:38 WIB,https://www.kompas.com/hype/read/2022/01/28/103848066/agensi-umumkan-april-resmi-bubar
"Kejar Capaian Vaksinasi 100 Persen, Ini Upaya yang Dilakukan Pemkab Rejang Lebong",kejar capai vaksinasi persen upaya pemkab rejang lebong,REGIONAL,28/01/2022, 10:36 WIB,https://regional.kompas.com/read/2022/01/28/103631478/kejar-capaian-vaksinasi-100-persen-ini-upaya-yang-dilakukan-pemkab-rejang
"Rano Karno dan Maudy Koesnaedi Kembali Dipasangkan dalam Film, Tanpa Unsur Betawi dan Jadi Orang Kelas Atas",rano karno maudy koesnaedi pasang film unsur betawi orang kelas,HYPE,28/01/2022, 10:34 WIB,https://www.kompas.com/hype/read/2022/01/28/103405666/rano-karno-dan-maudy-koesnaedi-kembali-dipasangkan-dalam-film-tanpa-unsur
Saat Lahan Bintaro Xchange Digugat oleh Warga yang Mengaku Ahli Waris,lahan bintaro xchange gugat warga aku ahli waris,NEWS,28/01/2022, 10:33 WIB,https://megapolitan.kompas.com/read/2022/01/28/10331841/saat-lahan-bintaro-xchange-digugat-oleh-warga-yang-mengaku-ahli-waris
Pendaftaran Calon Kepala Sekolah Penggerak Angkatan 3 Dibuka,daftar calon kepala sekolah gerak angkat buka,EDUKASI,28/01/2022, 10:31 WIB,https://www.kompas.com/edu/read/2022/01/28/103126371/pendaftaran-calon-kepala-sekolah-penggerak-angkatan-3-dibuka
Menhub Terapkan Transportasi Darat Smart City Smart Mobility di IKN,menhub terap transportasi darat smart city smart mobility ikn,OTOMOTIF,28/01/2022, 10:31 WIB,https://otomotif.kompas.com/read/2022/01/28/103100415/menhub-terapkan-transportasi-darat-smart-city-smart-mobility-di-ikn
"Lagu-lagu Neil Young Dihapus dari Spotify, Imbas Ultimatum Disinformasi Covid-19",lagu lagu neil young hapus spotify imbas ultimatum disinformasi covid,GLOBAL,28/01/2022, 10:30 WIB,https://www.kompas.com/global/read/2022/01/28/103000470/lagu-lagu-neil-young-dihapus-dari-spotify-imbas-ultimatum-disinformasi
"Mencegah ""Stunting"" Tidak Tunggu Anak Lahir, bahkan Bisa Dilakukan Sebelum Menikah",cegah stunting tunggu anak lahir nikah,SAINS,28/01/2022, 10:30 WIB,https://www.kompas.com/sains/read/2022/01/28/103000423/mencegah-stunting-tidak-tunggu-anak-lahir-bahkan-bisa-dilakukan-sebelum
"Attic Room, Konsep Ruang Bersantai Keluarga Tanpa Harus Keluar Rumah",attic room konsep ruang santai keluarga rumah,PROPERTI,28/01/2022, 10:30 WIB,https://www.kompas.com/properti/read/2022/01/28/103000321/attic-room-konsep-ruang-bersantai-keluarga-tanpa-harus-keluar-rumah
Lirik dan Chord Lagu Better - Hoobastank,lirik chord lagu better hoobastank,HYPE,28/01/2022, 10:30 WIB,https://www.kompas.com/hype/read/2022/01/28/103000566/lirik-dan-chord-lagu-better-hoobastank
Pemerkosa Anak Kandung di Salatiga Dituntut 18 Tahun Penjara dan Denda Rp 1 Miliar,perkosa anak kandung salatiga tuntut penjara denda rp miliar,REGIONAL,28/01/2022, 10:29 WIB,https://regional.kompas.com/read/2022/01/28/102916078/pemerkosa-anak-kandung-di-salatiga-dituntut-18-tahun-penjara-dan-denda-rp-1
"Kabar Terkini Aliando Syarief, Alami OCD dan Jalani Tetapi",kabar kini aliando syarief alami ocd jalan,HYPE,28/01/2022, 10:27 WIB,https://www.kompas.com/hype/read/2022/01/28/102738066/kabar-terkini-aliando-syarief-alami-ocd-dan-jalani-tetapi
Komando Operasi Udara Nasional Resmi Beroperasi,komando operasi udara nasional resmi operasi,NEWS,28/01/2022, 10:26 WIB,https://nasional.kompas.com/read/2022/01/28/10261941/komando-operasi-udara-nasional-resmi-beroperasi
Cara Membersihkan Cache di Windows 10 agar Komputer Lebih Cepat,bersih cache windows komputer cepat,TEKNO,28/01/2022, 10:26 WIB,https://tekno.kompas.com/read/2020/11/25/20150057/cara-membersihkan-cache-di-windows-10-agar-komputer-lebih-cepat
[HOAKS] Menahan Kencing Malam Mengakibatkan Serangan Jantung,hoaks tahan kencing malam akibat serang jantung,CEK FAKTA,28/01/2022, 10:22 WIB,https://www.kompas.com/cekfakta/read/2022/01/28/102228182/hoaks-menahan-kencing-malam-mengakibatkan-serangan-jantung
Melirik Visual All New Avanza yang Lebih Proporsional,lirik visual all new avanza proporsional,OTOMOTIF,28/01/2022, 10:22 WIB,https://otomotif.kompas.com/read/2022/01/28/102200015/melirik-visual-all-new-avanza-yang-lebih-proporsional
"Hasil Kualifikasi Piala Dunia Zona Conmebol: Brasil-Argentina Jaga Rekor, Uruguay Menang",hasil kualifikasi piala dunia zona conmebol brasil argentina jaga rekor uruguay menang,BOLA,28/01/2022, 10:21 WIB,https://bola.kompas.com/read/2022/01/28/10210628/hasil-kualifikasi-piala-dunia-zona-conmebol-brasil-argentina-jaga-rekor-uruguay
"Bisa Atur Pinjaman Dana PEN, Eks Dirjen Kemendagri Diduga Tak Hanya Terima Uang dari Kolaka Timur",atur pinjam dana pen eks dirjen kemendagri duga tak terima uang kolaka timur,NEWS,28/01/2022, 10:20 WIB,https://nasional.kompas.com/read/2022/01/28/10201271/bisa-atur-pinjaman-dana-pen-eks-dirjen-kemendagri-diduga-tak-hanya-terima
"UPDATE 27 Januari: Capaian Vaksinasi Covid-19 Dosis Pertama di Tangsel Capai 98,3 Persen",update januari capai vaksinasi covid dosis tangsel capai persen,NEWS,28/01/2022, 10:18 WIB,https://megapolitan.kompas.com/read/2022/01/28/10181511/update-27-januari-capaian-vaksinasi-covid-19-dosis-pertama-di-tangsel
Mengapa Banyak Debu di Bawah Tempat Tidur? Ini Penyebab dan Solusinya,debu tidur sebab solusi,HOMEY,28/01/2022, 10:17 WIB,https://www.kompas.com/homey/read/2022/01/28/101700376/mengapa-banyak-debu-di-bawah-tempat-tidur-ini-penyebab-dan-solusinya
